id_number	mz	rtime	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F3334	343.0747	116.71	1905741	1239391	1140879	1648454	1138790	1113651
F7664	473.3463	415.18	758686	953865	995229	5237335	6621647	9550362
F10029	602.4271	143.05	515280	727822	977311	1291074	919092	923152
F11883	158.0922	978.92	33117669	33187929	34111053	0	0	0
F11936	726.3535	170.53	782433	855118	0	0	845718	962806
F13908	431.3567	145.95	3189934	0	0	0	0	0
F136	261.185	147.7	4324636	4386326	4925758	3652372	3891555	4406856
F2364	334.1975	277.19	0	0	0	7778792	8870187	9322022
F2744	242.1438	797.36	0	0	0	1378260	1377349	1402094
F4125	355.2882	131.41	398890	486420	488406	477925	587068	513241
F4826	484.2389	171.5	1260516	1196951	1214216	1219671	1028750	1237151
F6137	500.3349	145.04	1294677	1719881	2135649	0	0	1831093
F8795	533.3853	141.99	4604300	4522714	5283105	5092842	5651777	4888523
F9156	536.372	140.93	0	702020	947214	774124	626121	678964
F11172	563.3944	140.93	1064483	853231	1339128	982048	1141619	754167
F13893	689.4919	151.18	0	0	0	0	2034756	0
F9525	656.3121	171.5	705084	711791	700131	791941	674043	689900
F12533	304.187	427.22	5948713	7137914	0	0	0	0
F227	199.1124	145.95	1438992	821277	1303201	737545	847817	1334687
F789	272.2092	145.04	1948755	2050886	2231614	2755037	2183081	2555600
F6047	499.3054	138.82	1334191	1154538	1413635	0	1230055	5996
F6089	457.2839	171.5	1446995	1478589	1511028	1679596	1578251	1823586
F6669	423.3471	141.99	1296803	1628283	1152991	879109	1707030	1682584
F9730	543.2481	655.21	0	0	0	1950381	1862633	1862267
F11154	563.3189	127.33	1210821	1254446	1232699	1361861	1255659	1389622
F12783	322.0168	844.08	6164908	6061865	6129912	0	0	0
F185	263.0249	770.91	0	0	0	1912358	2238003	2607521
F3238	342.1524	242.72	1737901	393642	3184316	2519909	2501621	3046853
F7935	387.2783	172.51	1542648	1721218	1877719	1639672	2061848	1959590
F8956	742.3855	171.5	672860	1187126	695381	1188225	1134047	573611
F12944	452.2663	172.51	0	0	1338471	2143141	2161085	0
F13918	436.3787	145.04	1364706	0	1360056	1615252	1176636	0
F1470	325.1969	185.63	5528561	5546336	5714117	4685397	4776424	4733742
F2732	172.1332	148.57	651974547	655294239	647019412	1572396999	1530662424	1498269716
F3383	306.0966	805.42	0	0	0	1305506	876933	563383
F3956	348.7655	804.38	1583	1843996	55190	0	0	0
F5368	365.1997	244.69	2642450	2841001	3137092	3293926	3575538	3520246
F10929	560.2854	156.73	645377	1216777	1226166	886144	2036402	1790681
F13332	672.4834	140.93	791504	1180003	1544939	1441983	1241363	0
F650	206.0722	688.96	86437	1448276	280063	1596793	1679518	1697043
F868	318.1581	250.69	2556953	3008638	2730987	3755088	3929906	3627872
F1341	281.1963	186.61	5104439	5210078	5206532	5659278	5481007	5451495
F3083	246.924	843.06	140162	1503698	643860	4303351	4214265	4056953
F5018	408.2743	145.95	4031619	3568962	3574688	3329826	3544555	2968469
F6087	418.2658	151.18	2894416	2714952	3168311	3557419	2655290	3330688
F6225	458.2961	237.83	2105897	2294816	2369238	2220159	2361600	2487990
F7289	514.3586	238.79	6267630	6983766	7280009	7813394	7853109	8309299
F10269	924.3067	553.1	0	0	0	1773931	2043905	2356807
F10778	684.4675	139.87	717488	732046	614380	661869	904089	548783
F10970	359.1697	169.59	1395667	1090426	1149515	944963	973786	1274107
F12953	461.251	157.74	0	0	10193582	0	0	0
F13994	457.6404	545.18	2251750	2667442	3157251	0	0	0
F98	309.2022	185.63	1617349	1670550	1847437	1462958	1695743	1819582
F768	316.2273	145.04	8904086	7350300	8392704	9740376	8239090	8169675
F4645	482.2965	169.59	3425395	3180883	3278450	4063576	3546622	3405723
F6772	507.4776	139.87	1371967	1345585	1364227	1284269	942888	1013083
F8382	528.266	238.79	1084342	10316	931489	1052993	990924	811457
F13023	716.3626	147.7	0	397705	536387	968881	628431	0
F13044	332.5621	811.12	82223	3631111	463458	0	0	0
F3393	306.1549	161.85	7441065	7628434	7096455	7801590	7195453	7478008
F6313	372.0514	111.41	1950572	1985801	1967552	2059004	2157424	2076407
F7473	471.1627	146.83	670196	144562	281616	924345	526373	904980
F9052	645.1275	109.35	2105399	2098341	2128787	2150687	2221975	2061705
F9984	546.3644	156.73	2708052	2766030	2484714	3036091	3267163	3252064
F10169	548.3798	414.1	0	0	0	1861920	1846114	1770245
F11840	252.015	786.48	41779767	2681440	21892141	0	0	0
F14017	466.426	140.93	742097	922330	640690	761204	675794	0
F2202	164.1516	145.04	0	0	0	621640	609661	662204
F3632	257.1538	146.83	6682097	6591522	7245470	7045614	7375017	6194376
F5188	448.269	236.86	2173844	2181032	2238494	2251266	2174050	2417134
F5858	455.1955	658.4	0	0	0	1932144	1920079	1964816
F7658	433.2412	238.79	1561276	1917576	2050200	1811195	1982388	2033688
F9330	652.3173	164.92	2245746	2072913	2327303	2336613	1845366	2067315
F10241	914.4579	171.5	806745	758319	821729	485676	777546	475649
F13279	665.1198	809.98	134874	3214104	515619	0	0	0
F215	263.2008	146.83	5351432	6353723	6718989	6472528	5416622	6571871
F844	273.1893	153.86	987792	773523	723875	1683256	1285791	1620586
F4828	406.2586	146.83	5526140	5811239	6164946	5554239	5547741	5057989
F6214	501.3104	171.5	1117904	1049547	1109838	1240299	1366520	1298550
F6846	376.7877	814.46	0	0	0	2785845	2580379	1854814
F7955	520.8968	117.76	689791	632669	661736	725665	636063	700511
F11680	628.4623	146.83	236957	0	711926	1100165	747844	323376
F11873	573.3786	145.04	1081727	0	1949834	1002455	1191081	1506249
F13417	317.1519	118.83	0	0	0	4991464	0	0
F5421	413.2163	833.42	0	0	0	614298	770437	1122665
F6552	422.2563	171.5	251595	686944	538661	855056	914496	730270
F8294	632.4516	136.74	0	0	0	3758549	4030221	3760185
F8332	633.2261	841	0	0	0	1960880	1764956	1713526
F9277	650.4627	145.04	1852175	2282051	2350113	2545352	3293796	2540408
F10937	616.4202	141.99	1897106	2067809	2398857	2262134	1912440	2184400
F12767	586.3751	141.99	871280	1289314	0	652151	390441	0
F3312	252.0507	141.99	937493	701319	756647	844412	737649	722568
F5429	490.3223	256.74	3005477	331068	3041638	3063435	3092563	3247180
F6148	500.3599	144.07	311483	1926444	88101	1788369	2169604	2382227
F7515	431.2681	232.87	2252931	2368963	2379236	2099644	2186791	2468079
F10115	548.2856	155.75	1433923	1132338	1217899	906120	1415146	1009994
F11057	562.0004	842.03	0	0	0	1894063	1959967	1772295
F13542	371.3268	172.51	1336671	1345554	1276304	0	0	0
F4757	445.1203	140.93	10986774	15414224	19580357	19356307	23798980	26917803
F6121	418.3682	141.99	1000703	811234	713144	1266862	927022	950747
F7542	385.2193	157.74	1152774	1137672	1191723	1566856	1217795	933031
F7879	387.2166	237.83	1903525	379989	2116458	2074425	2027834	2219305
F8307	527.2466	660.5	0	0	0	1043648	998570	908284
F9882	841.4244	170.53	657730	754969	417994	744071	693820	818413
F10427	552.2652	167.76	2545280	2884844	3135319	3023977	2401366	2099991
F13753	875.3797	761.5	3921584	3918901	3632721	0	0	0
F986	275.1643	146.83	9674124	9698195	9056724	8701033	8578989	9745257
F8234	576.4461	148.57	2731112	3118604	0	4052329	3880695	3625736
F9069	752.5138	165.91	811209	944715	979601	1331826	1156964	1274760
F10994	690.1372	841	0	0	0	1137700	1216637	1335427
F1069	277.1405	805.42	7108100	15635	8171425	0	0	1334
F1085	277.1474	148.57	0	0	0	677877	1358408	1420271
F1946	227.1953	443.12	1383183	1400091	1345549	1422882	1373989	1420308
F2223	231.123	168.67	1889991	1365299	1685133	1925691	1666350	1600706
F2592	171.1016	147.7	22237975	22832359	23246330	55400543	52767332	53673336
F4902	445.3201	171.5	1764729	1539263	1832236	1600796	1562703	1804919
F5486	413.6966	774.92	0	0	0	2388376	2385203	2421776
F5640	367.2803	132.51	690684	661079	680457	727745	710739	723946
F5649	414.358	162.88	1319093	1125121	1118837	922148	1138411	1022003
F6125	500.307	413.02	1779284	1852331	1807717	2045231	1984324	2020065
F8036	524.3221	169.59	945489	875750	987359	1152624	1016728	1180293
F11712	570.4729	140.93	717782	1065014	813050	820913	1100680	915944
F645	270.8851	843.06	28529	699982	235640	2519745	2664905	2482063
F4603	359.1102	164.92	6414281	6138272	6081293	5860902	5337188	5700341
F6288	502.306	239.78	401762	0	761917	475448	568014	271850
F9925	664.2871	629.03	0	0	0	3328958	3007225	2777586
F10134	887.4012	659.46	0	0	0	1402056	1357293	1343093
F12963	612.6811	764.87	2332075	2691885	3036496	0	0	0
F13315	353.2278	152.96	5084407	0	0	0	0	0
F613	204.9136	842.03	158114	1698496	658260	4715278	4880144	4673695
F1493	153.1143	149.44	0	0	0	0	1318661	1158108
F1761	225.1467	661.56	0	0	0	732031	965197	933549
F1998	289.0872	168.67	1147658	879301	829393	898702	769922	849683
F2376	294.1187	235.83	447588	5696	323580	466870	677919	589858
F8460	580.3686	165.91	1494404	1082216	0	1732830	1588725	1863944
F9186	760.5357	141.99	699219	1379162	1570335	691766	0	915265
F9831	599.3952	143.05	1392898	1346058	1056247	1355182	1413913	1105636
F13619	758.5681	263.85	1326157	14224174	1704481	0	0	0
F5510	414.1951	908.1	0	0	0	20731054	19778468	18517722
F6802	508.2679	144.07	520614	306914	0	581452	579726	464888
F7519	471.3725	127.33	1321397	1383520	1356780	1408543	1505576	1414646
F7971	436.269	148.57	6198708	6321184	6564576	6090246	7096623	6464423
F8626	530.3847	141.99	5641009	5777763	4923870	0	5353226	4391533
F10772	556.4573	140.93	1168407	2410672	890534	0	1542337	1517863
F11200	564.3012	166.85	593156	781085	1526874	1139894	1347898	1147808
F11235	620.4691	150.31	3709764	2883623	0	0	2677973	2019664
F12404	298.115	456.9	1425761	1510591	1475825	0	0	0
F13066	734.5402	140.93	0	1129568	0	1746885	1489452	0
F1846	287.1643	147.7	17316707	17839156	19092657	17898917	17313284	17685248
F5947	369.2119	172.51	998377	938864	979350	1098622	993528	1133605
F7836	519.3206	237.83	433101	9902	498851	639662	579853	683269
F8182	575.4137	141.99	709913	1000676	1193253	935443	1074823	709538
F8551	637.3048	660.5	0	0	0	1853262	1935999	1920280
F9055	590.2786	238.79	1986210	245379	3565337	2035925	1954363	2915348
F12692	580.2172	675.89	3189646	3531122	2832815	0	0	0
F161	124.1201	147.7	305211	81687	203340	1468672	1781255	1392415
F442	268.1476	522.04	1523944	1612323	1617479	1458022	1435193	1533883
F6007	456.3478	145.04	1502272	1323166	1448962	1404085	1481806	1280353
F6069	418.2466	257.76	1382038	10977	1453383	1561395	1533416	1573011
F8772	586.3956	145.04	762713	848279	732646	1238977	995355	652096
F9426	539.4057	161.85	3080410	3502364	3967634	1368072	1229118	1112603
F10569	227.1431	145.95	1689051	1681499	1957669	1623240	2119733	1524391
F10931	616.3896	143.05	2720014	0	0	3057257	0	0
F49	259.2058	145.95	3658290	3278900	3690900	3349965	3776991	3259987
F358	312.3262	145.95	5319964	5186151	5445075	3768159	4278599	3963249
F1842	328.2274	145.04	337712	656519	464470	483970	776027	453294
F7290	382.2434	153.86	21834495	21556906	21184232	22448173	22479329	22243950
F12095	497.3434	171.5	2027582	1940920	2160514	0	0	0
F4130	438.249	145.95	1249166	2066073	1696314	1702189	1201375	1363671
F6129	419.1159	702.27	0	0	0	6644182	4365780	4100758
F7465	471.1313	110.38	1533471	1588832	1619894	1423801	1342783	1608972
F7564	472.3118	237.83	1504495	1503649	1668358	1709480	1589923	1602635
F10687	555.3873	238.79	545676	0	885172	835904	832852	723983
F12101	498.284	145.95	895395	1262901	879519	777321	0	0
F13266	656.226	138.82	1373136	0	0	2184176	0	0
F295	312.0502	704.46	0	0	0	4501729	4506543	4403238
F5002	486.2701	145.95	1180734	443700	1250226	821997	1213179	843129
F6641	505.3531	143.05	1956026	1980821	2191179	1722823	1686125	1283080
F7979	436.2901	160.81	5385356	5452093	5292335	5248485	5496127	5530228
F12096	497.3434	411.94	3105382	2928929	2997109	0	0	0
F12772	587.3207	145.95	1612927	0	0	1675540	1993643	0
F963	210.0896	167.76	4097754	2765280	2769355	6455849	3988940	4373868
F2973	300.2536	145.04	12907726	12181247	12299993	11892931	11133152	10567206
F3331	342.3368	140.93	2541253	2522602	2763890	1905234	1829399	2028764
F3421	344.1398	386.53	7249994	7855529	8024722	6420397	6678949	7073652
F5284	449.2531	148.57	2071137	2137093	2620766	1807886	2216030	2166537
F5953	498.3066	145.04	1794999	1186940	1174795	1617050	1183406	1036489
F6084	457.2759	186.61	1060203	1203291	1117786	1039543	996681	1029059
F6198	501.2845	146.83	801859	351038	1235381	826530	897363	615972
F6559	373.2733	145.04	551716	916947	941217	934620	0	885256
F6697	375.2162	157.74	2800837	2628999	2523278	3013107	3296239	2606083
F9431	778.2298	138.82	0	0	0	6294962	6758795	10825870
F9599	807.5859	163.9	522048	0	755638	385809	754357	525451
F10107	548.2708	159.79	928119	976782	681425	552354	486907	698849
F11222	697.4232	123.13	935021	686042	726610	966309	607751	969697
F923	142.0186	534.45	3648600	3693435	3663738	3684177	3585302	3673390
F3151	248.0357	423.92	61137346	27161681	23711948	17359666	10782108	9518635
F6176	419.2622	163.9	1266927	1382938	1500676	1496044	1298720	1438122
F7384	430.2644	232.87	19361754	20090298	21190029	19979739	19432342	21004775
F8298	526.4836	138.82	1630775	1386287	1605234	1399378	1533193	1567146
F10070	870.5588	154.79	1379559	795769	850142	1217876	817635	802472
F11118	619.4018	143.05	828210	937896	834309	1045044	1194271	1112794
F11283	621.3596	126.22	1003269	912542	760691	1048132	983448	912032
F6291	459.2358	155.75	3220626	2343686	2033910	0	2385963	1860852
F6960	510.306	164.92	1573381	2648300	2531422	2639757	1717252	2138305
F8693	639.3564	145.95	1153059	214582	499241	0	1318816	870755
F11808	572.4162	140.93	1268101	1080659	1340953	1225634	1070826	1060138
F12760	319.9853	150.31	2082844	0	0	2086246	0	0
F13165	639.4028	132.51	2192317	513129	0	1231853	837019	0
F2411	235.1184	143.05	0	0	0	954644	1020432	911535
F2849	174.0761	797.36	0	0	0	0	0	45765882
F4600	403.2737	247.67	1300968	1431494	1206433	1129008	1211893	1318551
F4878	445.2937	145.95	3075076	2620292	2770777	2909484	2375023	2299246
F6026	370.201	145.95	831859	355892	600244	1306023	467612	706364
F7103	512.3587	154.79	738117	1050145	1235871	465191	820256	1012504
F8912	588.3596	172.51	1376668	1444190	1490167	1749114	1061838	1033599
F9853	662.4631	145.95	4080162	4268740	4279582	4615906	4998010	4664548
F12856	326.2772	144.07	1045230	0	1552569	1303221	1322356	0
F43	259.1693	146.83	6317225	5335806	5826560	4426332	6810663	5380890
F3983	397.2779	145.95	391615	953968	546140	757687	972738	1147683
F4083	438.0704	827.95	0	0	0	8927767	9055976	9181723
F7291	382.2589	145.95	3649697	3350215	3144799	3240543	3357893	3126983
F8072	574.3433	171.5	901409	891780	857864	1252137	1112343	1140031
F9128	646.4714	238.79	731379	139124	724916	977751	980135	859982
F11183	563.7418	779.98	0	0	0	1641474	1798321	1809838
F11464	624.5	155.75	8912186	6300419	6595541	3574872	1812649	3285932
F12073	495.3258	171.5	11523823	11440049	12722434	2264996	1747830	0
F13847	454.2434	149.44	0	0	0	0	6432591	0
F13920	438.194	545.18	14855869	15021322	14908057	0	0	0
F1004	276.1443	149.44	6333071	6994352	6869106	24665190	24249270	22066828
F2452	236.1033	688.96	0	0	0	1444576	1501032	1484851
F4061	437.3052	144.07	0	1143398	1448374	1421138	0	758743
F4700	404.3114	172.51	9381860	9536040	8825029	3982275	5410326	5149984
F6094	500.2642	145.04	497758	1395641	1088822	1221854	1289728	1181468
F7745	434.2214	146.83	420270	510783	779287	315624	256581	591814
F8407	528.3173	145.04	336102	598759	535543	986405	440458	518889
F9424	594.2559	784.27	0	0	0	1929724	2034341	2134872
F9975	546.3487	238.79	806683	112890	811922	795885	835569	904903
F10715	556.2963	238.79	1477683	1555063	1877511	1601696	1606989	1738432
F1003	210.1316	795.26	0	0	0	836179	956480	1006410
F2298	292.2638	238.79	608710	5975	655986	641860	621975	631563
F2740	337.2162	144.07	650479	758524	672727	766566	744990	752728
F3695	350.2536	143.05	1256116	989194	1704295	1396986	1038058	1118544
F4869	361.1851	172.51	2872723	2608041	2818789	2646227	2677272	2618398
F4957	446.2599	186.61	9816020	9916886	10570780	11586440	11122716	11842458
F6357	420.3474	144.07	431650	487502	784949	552960	561583	421019
F7372	515.3928	158.76	1474652	1490267	1030167	649314	1753753	1146820
F1361	323.241	159.79	523229	569690	573247	774646	302782	745184
F1387	216.1711	697.82	30218788	30894319	31483167	25768871	25063823	26001137
F6389	503.2831	144.07	539855	488403	677738	606769	755649	533148
F8946	643.3469	141.99	262541	485479	763179	692113	686101	752440
F9025	748.3886	150.31	1029806	1819875	0	1017354	973542	1249702
F11269	621.3037	140.93	718041	379763	570821	452655	511641	341070
F13391	686.4986	165.91	0	0	2495595	2590212	0	0
F614	315.123	145.04	713961	626436	864668	745755	491100	591480
F2197	230.9954	798.38	2363918	7739	1793490	0	0	0
F3087	302.1834	146.83	5337707	5081011	5480738	5642588	5277233	5084976
F9006	589.3976	118.83	856969	695780	793080	0	0	903900
F9018	535.9024	152.07	945278	1284722	564900	1826726	1719500	242995
F10707	682.5732	172.51	0	0	0	896677	1646101	955025
F11339	702.4565	145.04	938879	1139195	783364	939304	983460	884903
F13999	459.1023	685.62	5331031	5386257	5407974	0	0	0
F4278	357.1695	154.79	284104	853455	786298	1108100	931940	952477
F4815	360.2899	145.04	1765532	1762681	2120297	1933042	2166874	1742864
F8758	533.2724	164.92	2094819	1185349	1357129	1321017	1291716	961559
F12742	584.2251	764.87	3078938	2778603	2837132	0	0	0
F176	310.2572	171.5	815842	978061	1003521	0	0	499674
F486	269.0178	801.36	0	0	0	971941	1220230	1390123
F515	269.1903	145.04	28012398	28826211	30129955	28318464	28895748	27434214
F581	314.2885	176.62	1718539	2139696	1541596	1283296	1105455	989578
F3456	306.2065	146.83	12556387	13398372	12370368	10460583	9174186	9898947
F4594	443.2488	259.78	0	4162944	0	0	0	0
F6201	371.1861	146.83	3695483	5211883	4281351	3305761	3142545	3619714
F6947	378.2274	145.95	2480929	2899625	2725078	2329543	2389663	2107840
F7174	513.2847	153.86	1084899	989953	1405728	1144942	1157754	1042995
F7825	387.1779	149.44	2389481	1526730	2108096	1900321	1635153	1799362
F8474	529.2982	145.04	248134	1099915	965299	700583	0	306716
F8589	583.2879	518.79	0	0	0	2182235	2474303	3245033
F11046	561.4347	140.93	977473	1684455	1444047	1689635	1677209	2012418
F11076	618.4361	149.44	3687446	2698408	2539350	4369479	3173100	3225108
F11079	397.2001	153.86	9064862	9657982	10175203	10209783	10210460	9905292
F11152	620.307	145.95	677094	1641047	802407	0	0	1451767
F12358	529.9855	815.52	4030071	4706	3133529	0	0	0
F13537	726.3846	499.99	1477566	1638803	1755282	0	0	0
F2059	289.2163	145.95	15650566	16008337	17642404	15218009	17888164	15684060
F6218	501.3211	235.83	552074	45022	667984	603400	624265	657366
F6539	505.0875	144.07	798630	1558678	1569836	1358891	1594036	2838458
F10076	666.3478	237.83	914091	100867	861513	1050786	1000724	1027477
F11880	158.0449	646.35	1555944	1653354	1713485	0	0	0
F12097	274.2744	172.51	1860103	1714797	1718625	0	0	0
F21	259.1179	171.5	2331505	2002909	2114890	2273088	2005490	2057061
F481	314.1753	157.74	2345203	2705859	2961432	2321534	2578959	3488467
F4975	446.2792	158.76	649498	356325	810435	591205	592387	783187
F5579	452.2639	145.95	2553427	2727387	2636304	0	2747061	2879233
F6496	373.2197	155.75	1894224	2417665	1854942	1917183	1793511	1283132
F7623	517.3516	145.04	2158356	2887781	2923043	2656208	2943088	2885601
F8719	532.3331	239.78	648188	0	849139	626559	692767	720575
F10551	678.4758	161.85	410616	852055	622428	813735	1082672	1281017
F11940	726.3902	235.83	884877	35120	996678	913114	852106	842082
F1121	211.1527	156.73	2543177	2197167	2212391	1058601	1104569	1180244
